,Restaurant,Address,Appears on,latitude,longitude
517,Meraki,"80-82 Great Titchfield St, London, Greater London W1W 7PR",Infatuation,51.51888899999999,-0.1405294
518,Balady,"31 Leather Lane, London, null EC1N 7TE",Infatuation,51.52011410000001,-0.1094983
519,Chinese Tapas House,"15 Little Newport St, London, Greater London WC2H 7JJ",Infatuation,51.5118072,-0.1287224
520,Kêu,"9 Poland St, London, Greater London W1F 8PY",Infatuation,51.5143589,-0.1368617
521,Attendant Coffee Roasters,"74 Great Eastern St, London, Greater London EC2A 3JL",Infatuation,51.52566119999999,-0.08246819999999999
522,BúnBúnBún Vietnamese Food,"134B Kingsland Rd, London, Greater London E13 9NU",Infatuation,51.5271366,0.0375505
523,City Càphê,"17 Ironmonger Ln., London, Greater London E C2V",Infatuation,51.5147816,-0.0916322
524,Apple Butter Cafe,"32-34 Monmouth Street, London,  WC2H 9HA",Infatuation,51.51359309999999,-0.1272656
525,Cédric Grolet At The Berkeley ,"Wilton Place, London, null SW1X 7RL",Infatuation,51.5015741,-0.1563236
526,Burnt Smokehouse,"161A Midland Road, London, England E10 6JT",Infatuation,51.5695331,-0.007010599999999999
527,The Shoreditch Stop,"53 Great Eastern Street, London, Greater London EC2A 3HP",Infatuation,51.5244636,-0.08079829999999999
528,The Deli Downstairs,"211 Victoria Park Rd, Hackney, Greater London E9 7JN",Infatuation,51.5382628,-0.0452596
529,The Twenty Two,"22 Grosvenor Square, London, null W1K 6LF",Infatuation,51.5120498,-0.153097
530,Satan's Whiskers,"343 Cambridge Heath Rd, London, Greater London E2 9RA",Infatuation,51.5294985,-0.05616699999999999
531,Dobar,"324a Green Lanes, London, Greater London N8 9BT",Infatuation,51.5714571,-0.0961769
532,Ridley Road Market Bar,"49 Ridley Rd, Dalston, Greater London E8 2NP",Infatuation,51.54834409999999,-0.0725632
533,Tabac,"16 Fortess road, London, Greater London NW5 2HB",Infatuation,51.5524254,-0.1407821
534,Min Jiang,"2-24 Kensington High St, London, Greater London W8 4PT",Infatuation,51.50270219999999,-0.1882164
535,London Grind,"2 London Bridge, London, Greater London SE1 9RA",Infatuation,51.5066994,-0.0884235
536,Bob Bob Ricard,"1 Upper James St., Soho, Greater London W1F 9DF",Infatuation,51.5123407,-0.1372259
537,Sabor,"35-37 Heddon Street, London, Greater London W1B 4BR",Infatuation,51.5114015,-0.139689
538,Dishoom Carnaby,"22 Kingly St, London, Greater London W1B 5QP",Infatuation,51.5130974,-0.1396476
539,Primeur,"Barnes Motors, 116 Petherton Rd, London, Greater London N5 2RT",Infatuation,51.5544761,-0.0900344
540,Dinings SW3,"Lennox Mews, London, Greater London SW3 2JB",Infatuation,51.4952346,-0.1641765
541,Manteca,"49 - 51 Curtain Road, London,  EC2A PT",Infatuation,51.52399279999999,-0.0806547
542,Gogi,"451 Edgware Rd, London, Greater London W2 1TH",Infatuation,51.5243645,-0.1768502
543,The Palomar,"34 Rupert St, London, Greater London W1D 6DN",Infatuation,51.5112303,-0.1326831
544,The Mayflower,"117 Rotherhithe St, London, Greater London SE16 4NF",Infatuation,51.5018269,-0.0536031
545,Hawksmoor Seven Dials,"11 Langley St, London, Greater London WC2H 9JG",Infatuation,51.513442,-0.1257524
546,Lumi,"82 Camden High Street, London, Greater London NW1 0LT",Infatuation,51.53682879999999,-0.1403567
547,Costa del Tottenham,"Ashley Rd, London,  N17 9LZ",Infatuation,51.5912652,-0.0608
548,Soutine,"60 St John's Wood High Street, London,  NW8 7SH",Infatuation,51.5322654,-0.1688946
549,Din Tai Fung,"5-6 Henrietta St, London, Greater London WC2E 8NA",Infatuation,51.5112402,-0.123221
550,The Good Egg,"Kingly Court, Soho, Greater London W1B 5PW",Infatuation,51.5126053,-0.1387819
551,Glass Coffee,"192 Camden High Street, London, England NW1 8QP",Infatuation,51.54003119999999,-0.1432343
552,Whitecross Street Market,"Whitecross Street, London,  EC1Y 8JR",Infatuation,51.5229897,-0.0928458
553,Allpress Espresso Bar,"58 Redchurch St, London, Greater London E2 7DJ",Infatuation,51.52444209999999,-0.0742505
554,Hacha,"378 Kingsland Road, London,  E8 4AA",Infatuation,51.5409727,-0.07611269999999999
555,Mr Ji,"63-65 Parkway, London, Greater London NW1 7PP",Infatuation,51.5375439,-0.1450591
556,Buster Mantis,"3 Resolution Way, London, Greater London SE8 4NT",Infatuation,51.4788562,-0.025656
557,Mac & Wild,"65 Great Titchfield St, London,  W1W 7PS",Infatuation,51.5188554,-0.1409748
558,Heart Of Balham,"113 Balham High Rd, Balham, Greater London SW12 9AP",Infatuation,51.4451867,-0.151056
559,Allpress Espresso Roastery & Cafe,"55 Dalston Ln, London, Greater London E8 2NG",Infatuation,51.5464602,-0.07060709999999999
560,Viet Cafe,"75 Denmark Hill, London, Greater London SE5 8RS",Infatuation,51.4710263,-0.09271689999999999
561,Levan,"12 Blenheim Grove, ,  SE15 4QL",Infatuation,51.4695922,-0.0692005
562,Baan Thai,"18, London, Greater London NW5 2HB",Infatuation,51.55281369999999,-0.1407783
563,Roti King Battersea,"Battersea Power Station, 16 Arches Ln, London, null SW11 8AB",Infatuation,51.482686,-0.1469156
564,The Golden Chippy,"62 Greenwich High Road, London, England SE10 8LF",Infatuation,51.4758545,-0.0185222
565,Kokum,"58-60 East Dulwich Road, London, England SE22 9AX",Infatuation,51.4618396,-0.07057950000000002
566,Popolo,"26 Rivington St, London, Greater London EC2A 3DU",Infatuation,51.5260389,-0.0817866
567,Antipode,"28 Fulham Palace Rd, London, Greater London W6 9PH",Infatuation,51.4909999,-0.2239808
568,Casa Do Frango,"2 King John Court, London,  EC2A 3EZ",Infatuation,51.5239957,-0.07906200000000001
569,Humble Chicken,"54 Frith Street, London, Greater London W1D 4RN",Infatuation,51.51383269999999,-0.1317855
570,Rubedo,"35 Stoke Newington Church Street, London, Greater London N16 0NX",Infatuation,51.5620057,-0.0753861
571,Brigadiers,"1-5 Bloomberg Arcade, London, Greater London EC4N 8AR",Infatuation,51.512421,-0.0916732
572,Silk Road,"49 Camberwell Church St, Camberwell, Greater London SE5 8TR",Infatuation,51.4739395,-0.08927349999999999
573,Ciao Bella,"86-90 Lamb's Conduit St, London, Greater London WC1N 3LZ","Infatuation, Timeout",51.5230441,-0.118803
574,Ergon Deli,"15 Maddox St, London, Greater London W1S 2QQ",Infatuation,51.51318939999999,-0.1416244
575,Duck & Waffle Local,"52 Haymarket, London, Greater London SW1Y 4RP",Infatuation,51.509284,-0.1330166
576,Old Spitalfields Market,"16 Horner Square, ,  E1 6EW",Infatuation,51.5198027,-0.0756299
577,Belvedere Restaurant,"Off Abbotsbury Road, London, Greater London W8 6LU",Infatuation,51.5020291,-0.2065341
578,St. John Bread And Wine,"94-96 Commercial St, London, Greater London E1 6LZ",Infatuation,51.5197158,-0.07424689999999999
579,Leather Lane Street Market,"Leather Lane, London,  EC1N 7TJ",Infatuation,51.5205336,-0.1095346
580,The Goring Dining Room,"Beeston Pl., London, Greater London SW1W 0JW",Infatuation,51.4974988,-0.1458833
581,Llewelyn's,"293- 295 Railton Rd, London, Greater London SE24 0JP",Infatuation,51.4532882,-0.1027412
582,Gibney's London,"70 City Road, London, England EC1Y 2AS",Infatuation,51.5247138,-0.0878402
583,Monmouth Coffee Company,"2 Park Street, London SE1 9AB, Southwark, London, Greater London SW6 2FN",Infatuation,51.5054969,-0.0914562
584,CERU South Kensington,"7-9 Bute St, Queen's Gate, Greater London SW7 3EY",Infatuation,51.4934326,-0.176333
585,Lena's Cafe,"83 Praed St, Paddington, Greater London W2 1NT",Infatuation,51.51744859999999,-0.1720344
586,Noble Rot,"51 Lamb’s Conduit St, London, Greater London WC1N 3NB","Infatuation, Timeout",51.5218678,-0.1187361
587,Ayam Zaman,"258 Uxbridge Rd, London, Greater London W12 7JA",Infatuation,51.50621539999999,-0.2293297
588,Flavourtown Bakery,"771 Fulham Road, London, Greater London SW6 5HA",Infatuation,51.4765173,-0.2038345
589,Claridge's,"Brook Street, London,  W1K 4HR",Infatuation,51.5127226,-0.1477449
590,Bilmonte,"null, London, Greater London W1D 7LN",Infatuation,51.5116586,-0.1348312
591,L'Eto Caffè,"155 Wardour St, London, Greater London W1F 8WG",Infatuation,51.5144195,-0.1347164
592,Chapati & Karak,"144 Brompton Rd, London, Greater London SW3 1HY",Infatuation,51.4985544,-0.1661424
593,Patogh,"8 Crawford Place, London, Greater London W1H 1PS",Infatuation,51.5179207,-0.1664437
594,Farzi Cafe,"8 Haymarket, London, Greater London SW1Y 4DG",Infatuation,51.5086811,-0.1315451
595,Lurra,"9 Seymour Place, London, Greater London W1H 5BA",Infatuation,51.5147057,-0.1612726
596,Daddy Bao,"113 Mitcham Road, London, Greater London SW17 9PE",Infatuation,51.4255733,-0.1643192
597,Kofteci Metin,"553 Green Lanes, Harringay Ladder, N8 0RL, London, England N8 0RL",Infatuation,51.58265189999999,-0.0999548
598,Cinnamon Village,"112 Fortess Rd, Kentish Town, Greater London NW5 2HL",Infatuation,51.5553775,-0.1391576
599,Nandine Camberwell Church Street,"45 Camberwell Church Street, London,  SE5 8TR",Infatuation,51.4739307,-0.08945059999999999
600,Royal China,"24-26 Baker St, London, London W1U 3BZ",Infatuation,51.5177934,-0.1553155
601,Crate Brewery,"Unit 7, White Building, London, Greater London E9 5EN",Infatuation,51.5428953,-0.0221585
602,Pub On The Park,"19 Martello St, London, Greater London E8 3PE",Infatuation,51.542066,-0.0583054
603,Andu Café,"528 Kingsland Rd , London, Greater London E8 4AH",Infatuation,51.5444855,-0.07575480000000001
604,Mildreds Camden,"Jamestown Rd, London,  NW1 7BW",Infatuation,51.5403367,-0.1454281
605,The Railway Tavern,"7 Station Rise, London, Greater London SE27 9BW",Infatuation,51.4401117,-0.1053041
606,Arôme Bakery,"9 Mercer St, London, Greater London WC2H 9QJ",Infatuation,51.51300990000001,-0.1262086
607,Dose Espresso,"70 Long Ln, London, Greater London EC1A 9EJ",Infatuation,51.5194359,-0.09925329999999999
608,Le Péché Mignon,"6 Ronalds Rd, London, Greater London N5 1XH",Infatuation,51.5500688,-0.107739
609,Mahdi Restaurant,"217 King St, London, Greater London W6 9JT",Infatuation,51.4927936,-0.2350698
610,Nightjar,"129 City Rd, London, Greater London EC1V 1JB",Infatuation,51.5265157,-0.08772339999999999
611,Apollo Banana Leaf,"188-190 Tooting High St, Tooting, Greater London SW17 9RT",Infatuation,51.4241355,-0.1721384
612,Hector's," London, Greater London N1 4HS",Infatuation,51.5439199,-0.082703
613,Brunswick House Restaurant,"30 Wandsworth Rd., London, Greater London SW8 2LG",Infatuation,51.4847537,-0.1265278
614,Kerridge's Bar And Grill,"Whitehall Place, Westminster, London,  SW1A 2BD",Infatuation,51.5060123,-0.1253409
615,Dr.Noodle,"187 Lewisham Way, London, England SE4 1UY",Infatuation,51.4709394,-0.0293777
616,Well & Bucket,"143 Bethnal Green Rd, Shoreditch, Greater London E2 7DG",Infatuation,51.5253543,-0.0710349
617,The Cow,"89 Westbourne Park Rd, London, Greater London W2 5QH",Infatuation,51.5191883,-0.1953531
618,People's Choice,"51B Chatsworth Rd, London, Greater London E5 0LH",Infatuation,51.5531113,-0.0449438
619,Little Duck The Picklery,"68 Dalston Road, London, Greater London E8 3AH",Infatuation,51.5461549,-0.0706137
620,The German Gymnasium,"1 King's Boulevard, London, Greater London N1C 4BU",Infatuation,51.5323757,-0.1254543
621,Morito Hackney Road,"195 Hackney Road, London, Greater London E2 8JL",Infatuation,51.5310751,-0.0719901
622,Bar des Prés,"16 Albemarle St, London, Greater London W1S 4JA",Infatuation,51.5093262,-0.1418747
623,Chick King,"755 High Rd, Tottenham, Greater London N17 8AH",Infatuation,51.6044765,-0.0682316
624,Regency Cafe,"17-19 Regency St., City of Westminster, Greater London SW1P 4BY",Infatuation,51.4939991,-0.1321879
625,Gridiron,"19 Old Park Lane, London,  W1K 1LB",Infatuation,51.5050799,-0.1499236
626,Delfino,"121a Mount St, London, Greater London W1K 3NW",Infatuation,51.51006690000001,-0.1483808
627,Bean & Hop,"424 Garratt Ln, London, Greater London SW18 4HN",Infatuation,51.4398182,-0.1870543
628,Little Kudu,"133 Queen's Road, London, Greater London SE15 2ND",Infatuation,51.4737068,-0.0584074
629,Lisboeta,"30 Charlotte Street, London,  W1T 2NG",Infatuation,51.5190239,-0.1350558
630,Kaipiras by Barraco,"10 Kingsgate Pl, London, England NW6 4TA",Infatuation,51.5408647,-0.1960728
631,Maison François,"34 Duke Street, London, Greater London SW1Y 6DB",Infatuation,51.5075599,-0.1381832
632,Roof East,"45a Broadway, London,  E15 1XD",Infatuation,51.5413528,0.0020909
633,Lita,"7-9 Paddington St, London, England W1U 5QH",Infatuation,51.52096239999999,-0.1527414
634,Metcha Matcha,"205B Philip Lane, London, England N15 4HL",Infatuation,51.5883328,-0.08368869999999999
635,Pillars Brewery,"Unit 2 Ravenswood Industrial Estate, Walthamstow, Greater London null",Infatuation,51.5838698,-0.0082688
636,Mamuśka! Polish Kitchen And Bar,"9 Addington St, London, Greater London SE1 7RY",Infatuation,51.5010929,-0.1152505
637,Leila's Shop,"15-17 Calvert Ave, Shoreditch, Greater London E2 7JP",Infatuation,51.5262928,-0.0757127
638,George Inn,"George Inn Yard, London, Greater London SE1 1NH",Infatuation,51.5043549,-0.090207
639,Maureen's Pie & Mash,"6 Market Way, London, England E14 6AH",Infatuation,51.513184,-0.0152045
640,Karachi Cuisine,"1113-1115 London Road, London, United Kingdom SW16 4XD",Infatuation,51.4020177,-0.1188551
641,Hijazi Corner,"332 Old Marylebone Rd, London, Greater London null",Infatuation,51.5184559,-0.1673986
642,Pretty Decent Beer Co,"Unit 10, Uplands Business Park, London, Greater London E17 5QJ",Infatuation,51.5922241,-0.0410249
643,St. John Marylebone,"98 Marylebone Lane, London, null W1U 2JE",Infatuation,51.51759389999999,-0.1505784
644,Ho-ja,"39 Goldhawk Road, London, Greater London W12 8QQ",Infatuation,51.5025357,-0.224876
645,Rambutan,"10 Stoney St, London, United Kingdom SE1 9AD",Infatuation,51.50556090000001,-0.0915199
646,Tacos Padre,"Winchester Walk, Jubilee Place, London, Greater London SE1 9AG",Infatuation,51.5062176,-0.0910203
647,Four Seasons | 文興酒家,"23 Wardour St, Chinatown, Greater London W1D 6PW",Infatuation,51.5110872,-0.1320852
648,Los Compadres,"119A Stoke Newington Church Street, London, null N16 0UD",Infatuation,51.5620108,-0.0800665
649,Story Cellar,"17 Neal's Yard, London, United Kingdom WC2H 9DP",Infatuation,51.5142538,-0.1262084
650,The Laundry,"374 Coldharbour Lane, London,  SW9 8PL",Infatuation,51.4625904,-0.1114387
651,Tea House Chinese,"13A Deptford High Street, London, Greater London SE8 4AD",Infatuation,51.4754643,-0.0261324
652,Little Blue Door,"871-873 Fulham Road, London, Greater London SW6 5HD",Infatuation,51.4739909,-0.2070546
653,19 Numara Bos Cirrik 2,"194 Stoke Newington High Street, Hackney, Greater London N16 7JD",Infatuation,51.56222899999999,-0.0733273
654,Chisou,"31 Beauchamp Pl, London, Greater London SW3 1NQ",Infatuation,51.4971356,-0.1640402
655,Lavo,"The BoTree, 30 Marylebone Ln, London W1U 2DR, London, England W1U 2DR",Infatuation,51.5156125,-0.1489338
656,Tumnan Thai,"167 lavender hill, London, Greater London Sw11 5QH",Infatuation,51.4647796,-0.1589737
657,Yada's,"115a Rye Lne, London, Greater London null",Infatuation,51.470463,-0.0687255
658,Norfolk Arms,"28 Leigh St, London, Greater London WC1H 9EP",Infatuation,51.5266568,-0.1251668
659,Canton Arms,"177 South Lambeth Rd, London, Greater London SW8 1XP",Infatuation,51.4771576,-0.1230203
660,The Baring," 55 Baring St, London, null N1 3DS",Infatuation,51.53710239999999,-0.08850469999999999
661,Sushi Kanesaka,"45 Park Lane, City of Westminster, London W1K 1PN",Infatuation,51.50639,-0.15162
662,Hopper Coffee Shop,"81b Roger St, London, Greater London W C1X",Infatuation,51.5228946,-0.1147299
663,Öz Erciyes Restaurant,"477 High Road, London, England N17 6QA",Infatuation,51.592678,-0.0699495
664,Plateau Restaurant,"4th Floor Canada Place, London, Greater London E14 5ER",Infatuation,51.5048204,-0.0167926
665,Moko,"39b Markfield Rd, Tottenham, Greater London N15 4QA",Infatuation,51.5832215,-0.06432929999999999
666,Barbie Green,"2 London Wall Place, London,  EC2Y 5AU",Infatuation,51.5177579,-0.0924676
667,Carmel,"23-25 Lonsdale Road, London, Greater London NW6 6RA",Infatuation,51.5371512,-0.2033708
668,15Grams Coffee House,"28 Greenwich Church Street, London, null SE10 9BJ",Infatuation,51.48128579999999,-0.009637699999999999
669,Pique-Nique,"Tanner St Park, London, Greater London SE1",Infatuation,51.5001394,-0.0809733
670,The Palm,"197 Philip Lane, London, Greater London N15 4HQ",Infatuation,51.5883415,-0.08299609999999999
671,Petersham Nurseries,"Church Lane, Petersham Road, Richmond, Surrey TW10 7AB",Infatuation,51.4463324,-0.3013819
672,F*ckoffee,"167 Bermondsey St, Bermondsey, Greater London SE1 3UW",Infatuation,51.4992512,-0.0810872
673,Johnny Schnitzel,"25a Lloyd Baker St, London, Greater London WC1X 9AT",Infatuation,51.5290388,-0.1104519
674,N5 Kitchen,"68 Mountgrove Road, London, England N5 2LT",Infatuation,51.5613276,-0.0961805
675,Toconoco,"28 Hertford Rd, London, Greater London N1 5QT",Infatuation,51.5385253,-0.0781834
676,Lilienblum,"80 City Road, London, United Kingdom EC1Y 2AS",Infatuation,51.5248591,-0.0877401
677,Santo Remedio Shoreditch,"Great Eastern St, London, Greater London EC2A 3HP",Infatuation,51.5246832,-0.0808408
678,Temper City,"Angel Court, London, Greater London EC2R 7HB",Infatuation,51.5150804,-0.0875231
679,Lockdown Bakehouse," London, Greater London SW18 1SN",Infatuation,51.4602651,-0.1893268
680,Jihwaja,"353 Kennington Lane, London, Greater London SE11 5QY",Infatuation,51.4862619,-0.1194844
681,Needoo Grill,"87 New Rd, London, Greater London E1 1HH",Infatuation,51.51701680000001,-0.06264549999999999
682,Alfi,"3 Crispin Place, London, England E1 6DW",Infatuation,51.5198116,-0.07637569999999999
683,Que Chimba,"10 West Green Road, London, England N15 5NN",Infatuation,51.58404280000001,-0.0729179
684,Wolkite Restaurant,"82 Hornsey Road, London, Greater London N7 7NN",Infatuation,51.5560722,-0.1111129
685,Darling's Eatery and Studio,"455 Wick Lane, London, England E3 2TB",Infatuation,51.5347085,-0.0206679
686,Eric's,"20 Upland Road, London, United Kingdom SE22 9EF",Infatuation,51.45712,-0.0691984
687,Hearth,"86B Wallis Road, London, England E9 5LN",Infatuation,51.5437167,-0.0235359
688,Goddard & Gibbs,"100 Shoreditch High Street, London,  E1 6JQ",Infatuation,51.5254162,-0.07728489999999999
689,Landseer Arms,"37 Landseer Road, London, England N19 4JU",Infatuation,51.56292029999999,-0.1227402
690,Bala Baya,"Arch 25 Old Union Yard Arches, London, London SE1 0LR",Infatuation,51.5034565,-0.1019156
691,The Auld Shillelagh,"105 Stoke Newington Church St, London, England N16 0UD",Infatuation,51.56204779999999,-0.07945310000000001
692,Sodo Pizza Clapton,"126 Upper Clapton Rd, Greater London, Greater London E5 9JY",Infatuation,51.5633559,-0.05820189999999999
693,Harwood Arms,"Walham Grove, London, Greater London SW6 1QP",Infatuation,51.4822404,-0.1978714
694,Barge East,"Whitepost Ln, London, Greater London E9 5EN",Infatuation,51.54288099999999,-0.0236708
695,Bun & Sum,"224 Graham Road, London, England E8 1BP",Infatuation,51.5465199,-0.05620340000000001
696,Flour & Grape,"214 Bermondsey St, London, Greater London SE1",Infatuation,51.49808300000001,-0.0815114
697,Sinabro,"28 Battersea Rise, London, Greater London SW11 1EE",Infatuation,51.46107079999999,-0.1644541
698,Pavilion Mentmore Studios,"11 Mentmore Studios, Argall Ave, London, England E10 7QE",Infatuation,51.5701705,-0.0390651
699,Suuyar,"150C Rye Ln, Choumert Rd, London, England SE15 4RZ",Infatuation,51.4682967,-0.0675558
700,Doña,"92 Stoke Newington High Street, London, null N16 7NY",Infatuation,51.5595054,-0.0739247
701,Locanda Locatelli,"8 Seymour St, London, Greater London W1H 7JZ",Infatuation,51.5151228,-0.1572866
702,Proper Tacos,"22 Nags Head Covered Market, Seven Sisters Road, London, England N7 6AG",Infatuation,51.5593471,-0.1163309
703,OkonomiHeads,"230 Kingsland Rd, London, England E2 8AX",Infatuation,51.5356278,-0.0767836
704,Knowhere Special,"296 Kentish Town Rd, London, Greater London NW5 2TG",Infatuation,51.5510595,-0.1404184
705,Goddards at Greenwich,"22 King William Walk, London, England SE10 9HU",Infatuation,51.4814034,-0.0083739
706,PizzaExpress,"London Gatwick Airport, Gatwick, England RH6 ONP",Infatuation,51.1579247,-0.1639171
707,Hash Hut,"WC2H 9LX, London, England WC2H 9LX",Infatuation,51.51407889999999,-0.125883
708,Camden Market Stables,"Chalk Farm Rd, London, London NW1 8AH",Infatuation,51.542701,-0.1479482
709,Joyau,"353 Winchelsea Road, London, United Kingdom E7 0AQ",Infatuation,51.555484,0.0188575
710,E5 Bakehouse,"Arch 395, Mentmore Terrace, London, Greater London E8 3PH",Infatuation,51.5411837,-0.0576921
711,Norman’s,"167 Junction Road, London, Greater London N19 5PZ",Infatuation,51.5606541,-0.1369367
712,Dream Xi'an,"Tower Place, EC3R 5BU, London, England EC3R 5BU",Infatuation,51.5088958,-0.07974049999999999
713,Eat Beirut,"177 New Kings Road, London, England SW6 4SW",Infatuation,51.4735975,-0.1967255
714,Faros,"57 Gray's Inn Road, London, Greater London WC1X 8PP",Infatuation,51.5222255,-0.1140647
715,Mu,"432-434 Kingsland Rd, London, Greater London E8 4AA",Infatuation,51.5421793,-0.0758792
716,Som Saa,"43A Commercial St, London, Greater London E1 6BD",Infatuation,51.5172463,-0.0737796
717,"The Sea, The Sea","174 Pavilion Road, London,  SW1X 0AW",Infatuation,51.4934015,-0.1588873
718,Baltic Sea Food,"Enfield Lock, London, England EN3 6HR",Infatuation,51.6682711,-0.0420368
719,Juma Kitchen,"Winchester Walk, London, United Kingdom SE1 9AG",Infatuation,51.5062176,-0.0910203
720,Mineiro Cafe 63,"63 Station Road, London, England NW10 4UX",Infatuation,51.5329651,-0.2463157
721,O Cantinho De Portugal,"137 Stockwell Rd, London, Greater London SW9 9TN",Infatuation,51.4671206,-0.1174881
722,The Summer House,"60 Blomfield Rd, City of Westminster, Greater London W9 2PA",Infatuation,51.52230789999999,-0.1860364
723,Barrafina Drury Lane,"43 Drury Ln, Covent Garden, Greater London WC2B 5AJ",Infatuation,51.5143311,-0.1218874
724,il Pampero,"20 Chesham Pl, London, Greater London SW1X 8HQ",Infatuation,51.4973971,-0.1559464
725,Darcie & May Green,"Grand Union Canal, Paddington, Greater London W2 6DS",Infatuation,51.5192336,-0.1791045
726,The Travel Café,"139 Westminster Bridge Rd, London, Greater London SE1 7HR",Infatuation,51.4995393,-0.1142074
727,Black Sheep Coffee,"North Terminal, Airside, Horley, Gatwick RH6 0NP, London, England RH6 0NP",Infatuation,51.171965,-0.1646066
728,G Kelly,"526 Roman Road, London, England E3 5ES",Infatuation,51.5323459,-0.0314512
729,Oyster Shack & Seafood Bar,"Waltham Abbey, Waltham Abbey, United Kingdom null",Infatuation,51.685034,0.002723
730,Eko Wine Bar & Restaurant,"160 Homerton High Road , London,  E9 6JA",Infatuation,51.54790449999999,-0.04383509999999999
731,Hola Guacamole,"6 Merchant Sq, London, Greater London SE1 9PP",Infatuation,51.5188779,-0.1731531
732,Barrafina,"Coal Drops Yard, King's Cross, Greater London N1C 4PL",Infatuation,51.5360313,-0.1265524
733,Aunty Jenny's Kitchen,"5-7 Wembley Hill Rd, London, Wembley HA9 6QU",Infatuation,51.5533948,-0.2867512
734,Lulu's,"291 Railton Road, London, United Kingdom SE24 0JP",Infatuation,51.45327529999999,-0.102732
735,Wolfox Avenue,"56 St James's Street, Brighton, Brighton BN2 1RB",Infatuation,50.8203692,-0.1305355
736,Vicoli Di Napoli,"125 Stoke Newington Church St, London, Greater London N16 0UH",Infatuation,51.5619476,-0.0804913
737,Pahli Hill Bandra Bhai,"79-81 Mortimer St, London, Greater London W1W 7SJ",Infatuation,51.5175875,-0.14083
738,The Original Caribbean Spice,"Unit 19 Castle Square, 1st Floor, London, Greater London SE17 1AY",Infatuation,51.4938401,-0.09819309999999999
739,The Hill,"89 Royal Hill, London, England SE10",Infatuation,51.4755618,-0.0105232
740,Mountain View,"160 Trafalgar Road, London, England SE10 9TZ",Infatuation,51.48477579999999,0.0040308
741,T4 Paddington,"4B Praed Street, London, England W2 1JX",Infatuation,51.5184686,-0.1708282
742,Fred Coffee & Bakery,"1 Northington Street, London, England WC1N 2JE",Infatuation,51.52219669999999,-0.1141465
743,Chakra,"33C Holland St, London, England W8 4LX",Infatuation,51.5027531,-0.1938917
744,Little Tapería,"143 Tooting High Street, London, Greater London SW17 0SY",Infatuation,51.4254573,-0.1701053
745,Brick Brewery,"Arch 209 Blenheim Grove, London, Greater London SE15 4QL",Infatuation,51.4697213,-0.07028
746,Gracey’s Pizza,"339 Watford Road, St Albans, England AL2 3DA",Infatuation,51.7269666,-0.3593987
747,Ristorante Rossella,"103 Highgate Road, London, Greater London NW5 1TR",Infatuation,51.5550188,-0.1452581
748,The Coral Room,"16-22 Great Russell St, Bloomsbury, Greater London WC1B 3NN",Infatuation,51.51711359999999,-0.128892
749,Al Forno,"2a Kings Rd, Wimbledon, Greater London SW19 8QN",Infatuation,51.4199322,-0.2020339
750,Seoul Bakery,"Great Russell St, London, Greater London WC1B 3NH",Infatuation,51.5173487,-0.1296717
751,Sorella,"148 Clapham Manor St, London, Greater London SW4 6DR",Infatuation,51.4637778,-0.1351132
752,Sourdough Sophia - Essex Road,"119 Essex Road, London, England N1 2SN",Infatuation,51.5392971,-0.09829829999999999
753,Ayannas London,"2 Yabsley St, Greater London, Greater London E14 9RG",Infatuation,51.5051783,-0.007128700000000001
754,Alex's Cypriot Sandwiches,"N14 5PA, London, United Kingdom N14 5PA",Infatuation,51.6331582,-0.1292868
755,Sista Barista,"114 Westminster Bridge Road, London, Greater London SE1 7RU",Infatuation,51.4991719,-0.1133576
756,Kossoff's,"259 Kentish Town Road, London, Greater London NW5 2JT",Infatuation,51.5485337,-0.1412914
757,Neden Urfa,"2A Southwold Road, London,  E5 8PT",Infatuation,51.56264040000001,-0.05310819999999999
758,Mr Falafel,"T4-T5 New Shepherds Bush Market, Shepherds Bush, Greater London W12 8LH",Infatuation,51.50501620000001,-0.2267138
759,Thao Thao,"18 King Street, Margate, England CT9 1DA",Infatuation,51.3898735,1.3826865
760,Plaza Khao Gaeng,"103-105 Oxford Street, London, null WC1A 1DB",Infatuation,51.5163929,-0.128994
761,Wandercrust Pizza at The Pelton Arms,"23 Sir Francis Drake Court, Pelton Road, London, England SE10 0FG",Infatuation,51.4871621,0.0014142
762,Borough Market,"8 Southwark St, London, London SE1 1LZ",Infatuation,51.5056902,-0.09125939999999999
763,The Hero Of Maida,"55 Shirland Road, London,  W9 2JD",Infatuation,51.5243638,-0.1887319
764,The Dog & Bell,"116 Prince St, Deptford, Greater London SE8 3JD",Infatuation,51.4833301,-0.0258433
765,Flat Iron Square,"68 Union St, ,  SE1 1TD",Infatuation,51.50414,-0.0950927
766,Xu,"30 Rupert Street, London, Greater London W1D 6DL",Infatuation,51.5111755,-0.1326545
767,Good Vibez Jerk Centre,"219 Deptford High St, London, United Kingdom SE8 3NT",Infatuation,51.4811271,-0.0265586
768,Bar La Rampa,"7/8 Market Place, London,  W1W 8AG",Infatuation,51.5164188,-0.1401572
769,Imperial Treasure Fine Chinese Cuisine,"9 Waterloo Place, London, Greater London SW1Y 4AU",Infatuation,51.5078767,-0.132881
770,Tehran_Berlin,"20 Roseberry Avenue, London,  EC1R 4SX",Infatuation,51.5235394,-0.1111125
